Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,wh_age
Urban,Mid,North,Zone 3,3,2,3,4088,Company Owned,67,0,0,0,135,35.0,13,0,B,5,27,15086,14.0
Rural,Large,South,Zone 5,8,1,4,5925,Rented,57,0,0,0,99,17.0,6,0,A,2,10,7099,14.0
Rural,Large,North,Zone 6,3,1,6,3642,Rented,53,0,0,1,236,31.0,24,0,B,5,6,28070,14.0
Rural,Small,West,Zone 6,1,0,4,5273,Rented,25,0,0,0,184,19.0,19,0,C,3,8,26124,14.0
Rural,Mid,West,Zone 3,3,1,5,4086,Company Owned,37,0,0,1,61,35.0,23,1,A+,3,19,30110,14.0
Rural,Mid,West,Zone 4,8,0,2,4996,Rented,41,0,0,0,96,20.0,18,0,C,2,26,24119,10.0
Rural,Small,North,Zone 6,1,0,2,6042,Company Owned,60,0,0,1,175,32.0,21,0,A,3,15,29070,14.0
Rural,Mid,East,Zone 4,3,0,7,2018,Company Owned,30,1,0,1,158,30.0,22,1,A+,5,26,30108,19.0
Rural,Mid,South,Zone 3,2,1,2,5268,Company Owned,44,0,0,0,256,23.0,21,0,C,3,19,27125,14.0
Rural,Large,North,Zone 6,6,0,3,4779,Company Owned,66,0,0,1,262,23.0,13,0,C,4,28,17073,9.0
Urban,Mid,North,Zone 3,3,0,2,4192,Company Owned,62,0,0,1,92,38.0,15,1,A+,4,27,22079,12.0
Rural,Large,North,Zone 6,6,0,4,5163,Company Owned,19,0,0,1,211,29.0,24,0,B,2,28,28109,19.0
Rural,Mid,South,Zone 4,4,3,3,4319,Rented,69,0,0,0,182,16.0,16,0,A,2,26,20130,14.0
Urban,Large,North,Zone 6,3,0,4,3595,Rented,56,0,0,0,117,23.0,12,0,B,6,28,14101,8.0
Rural,Mid,South,Zone 2,0,1,1,5317,Company Owned,42,0,0,1,100,30.0,4,0,C,3,32,5061,14.0
Rural,Large,West,Zone 5,8,0,2,5736,Rented,53,0,0,1,96,24.0,12,0,C,3,14,16068,3.0
Rural,Small,North,Zone 6,4,2,1,7053,Rented,39,0,0,0,225,20.0,11,0,B+,3,15,13119,14.0
Rural,Large,North,Zone 6,0,0,4,4250,Company Owned,65,0,0,1,240,21.0,24,0,C,3,28,31150,14.0
Rural,Small,West,Zone 1,3,0,6,4385,Company Owned,34,0,0,0,244,27.0,33,0,A,6,30,45144,22.0
Rural,Mid,West,Zone 3,2,3,3,5129,Company Owned,70,0,0,1,208,28.0,7,0,A,4,19,10084,14.0
Rural,Mid,West,Zone 3,0,0,6,5387,Company Owned,32,0,0,1,271,29.0,18,0,B+,3,19,22149,14.0
Rural,Mid,East,Zone 4,4,0,4,4012,Company Owned,31,0,0,0,166,27.0,34,0,C,5,26,46135,24.0
Rural,Large,North,Zone 6,3,1,2,5081,Company Owned,60,0,0,1,264,28.0,15,0,B+,4,28,17073,10.0
Rural,Small,North,Zone 1,1,0,3,3882,Rented,36,0,0,0,208,23.0,18,1,C,3,31,23072,14.0
Urban,Small,North,Zone 6,3,0,3,5248,Company Owned,15,0,0,0,175,27.0,27,0,C,5,13,34140,14.0
Rural,Mid,North,Zone 3,7,0,3,5648,Company Owned,59,0,0,1,148,31.0,15,1,A+,4,27,21138,16.0
Rural,Large,North,Zone 6,8,0,2,5047,Rented,62,0,0,0,238,24.0,9,0,C,5,29,11058,14.0
Rural,Mid,West,Zone 4,1,1,3,5378,Rented,68,0,0,1,132,43.0,5,0,B,2,11,6144,14.0
Rural,Large,North,Zone 5,4,0,4,7793,Rented,65,0,1,1,239,33.0,5,1,C,3,14,7060,3.0
Rural,Mid,South,Zone 4,1,1,4,4707,Rented,62,0,0,0,72,21.0,19,0,A,5,26,25108,14.0
Urban,Mid,East,Zone 4,3,1,7,7145,Company Owned,48,0,0,1,219,36.0,13,0,B+,3,26,15125,14.0
Rural,Mid,North,Zone 4,4,0,4,3789,Company Owned,32,0,0,1,243,27.0,0,0,Unknown,0,26,6104,2.0
Rural,Mid,West,Zone 3,3,0,4,4478,Company Owned,22,1,1,0,271,31.0,16,1,A+,2,27,23082,13.0
Rural,Large,West,Zone 5,7,0,2,4845,Rented,34,0,0,0,261,23.0,5,1,B+,6,25,6123,14.0
Rural,Mid,South,Zone 4,5,1,1,6168,Rented,59,0,0,0,251,17.0,0,0,Unknown,0,26,6097,1.0
Rural,Mid,South,Zone 2,3,4,1,9811,Rented,60,0,0,1,234,27.0,22,0,B,6,1,25130,19.0
Rural,Mid,South,Zone 4,2,0,2,3243,Rented,21,0,0,0,271,22.0,23,0,A+,5,26,31131,14.0
Rural,Mid,West,Zone 4,0,0,2,5131,Company Owned,32,0,0,0,173,27.0,23,0,C,4,11,29125,14.0
Rural,Mid,North,Zone 4,2,2,3,5295,Rented,50,0,0,1,141,25.0,14,0,A,4,26,18113,14.0
Rural,Small,West,Zone 1,4,0,3,4721,Rented,55,0,0,1,158,24.0,6,0,B,1,3,7097,3.0
Rural,Mid,West,Zone 2,8,0,4,4979,Company Owned,64,0,0,0,229,24.0,21,0,B,6,1,26112,9.0
Urban,Large,North,Zone 5,6,0,4,6233,Company Owned,64,0,0,1,183,28.0,25,0,C,2,24,32132,18.0
Rural,Small,North,Zone 6,5,0,4,4089,Rented,37,0,0,1,244,27.0,0,0,Unknown,0,8,8084,2.0
Rural,Large,West,Zone 6,6,0,4,3185,Company Owned,63,0,0,0,221,38.0,32,0,B,4,23,39065,26.0
Rural,Mid,South,Zone 4,0,0,4,4153,Company Owned,25,0,0,1,226,29.0,24,0,B,2,26,28123,14.0
Rural,Small,South,Zone 1,3,0,3,4035,Company Owned,53,0,0,1,155,35.0,6,1,A,4,21,8126,5.0
Rural,Large,North,Zone 6,7,0,4,4722,Company Owned,63,0,0,0,209,36.0,8,0,C,2,28,11068,3.0
Urban,Mid,North,Zone 4,3,2,2,6475,Rented,46,0,0,1,67,25.0,25,1,A+,4,26,33066,21.0
Rural,Mid,West,Zone 4,7,0,2,4488,Rented,50,0,0,1,58,51.0,5,0,B+,1,11,6114,2.0
Rural,Large,South,Zone 5,4,0,2,5835,Rented,30,0,0,1,56,24.0,27,0,B,2,14,33077,22.0
Rural,Mid,East,Zone 4,1,1,8,2932,Rented,37,0,0,1,203,35.0,11,1,B,5,26,14103,14.0
Rural,Large,South,Zone 5,5,1,2,4697,Company Owned,27,0,0,1,68,21.0,18,1,A,5,10,23069,10.0
Rural,Large,West,Zone 5,3,0,4,4248,Company Owned,66,0,0,1,205,28.0,37,1,A+,4,10,52136,16.0
Rural,Large,South,Zone 5,4,0,2,5285,Rented,54,0,0,0,186,25.0,4,0,B+,3,25,4115,14.0
Rural,Mid,West,Zone 3,5,0,2,5548,Company Owned,68,0,1,1,194,32.0,21,0,B+,2,19,26097,12.0
Rural,Mid,North,Zone 4,5,0,3,4737,Rented,62,0,0,0,130,30.0,31,0,B,5,26,39140,22.0
Rural,Large,North,Zone 6,2,2,3,5178,Company Owned,67,0,0,1,110,29.0,11,0,B,4,23,12121,14.0
Rural,Small,West,Zone 6,1,0,3,6902,Rented,20,0,1,0,200,31.0,17,0,A+,6,15,24138,14.0
Rural,Mid,South,Zone 2,1,0,2,4816,Rented,20,0,0,0,267,17.0,27,0,A,3,32,34070,14.0
Rural,Small,South,Zone 6,6,0,3,5388,Rented,60,0,0,1,101,33.0,13,0,C,6,15,16141,8.0
Rural,Mid,North,Zone 3,2,0,3,2768,Company Owned,49,0,0,1,134,39.0,31,1,A+,5,19,41078,14.0
Rural,Mid,North,Zone 4,6,0,3,8838,Rented,16,0,0,0,127,18.0,15,0,B+,5,26,17129,27.0
Rural,Mid,West,Zone 3,5,1,4,3722,Company Owned,54,0,0,1,199,30.0,6,1,A+,6,19,8094,14.0
Rural,Mid,West,Zone 3,6,0,4,4690,Company Owned,22,0,0,0,138,25.0,17,0,B+,4,19,21128,14.0
Urban,Mid,West,Zone 4,7,1,5,4816,Rented,21,0,0,1,65,55.0,21,1,B,5,26,25067,14.0
Urban,Mid,South,Zone 3,0,0,3,5403,Rented,58,0,0,1,184,27.0,20,0,B+,3,19,23115,14.0
Rural,Mid,West,Zone 4,4,2,4,6030,Rented,53,0,0,1,185,36.0,8,1,A+,3,26,10106,14.0
Rural,Mid,West,Zone 3,8,0,4,4652,Company Owned,15,0,0,0,194,41.0,13,1,B,5,19,16094,10.0
Rural,Mid,North,Zone 2,6,0,3,4770,Company Owned,69,0,0,1,265,28.0,22,0,B+,6,22,26084,14.0
Rural,Mid,West,Zone 4,3,0,5,9525,Rented,41,0,0,0,195,19.0,36,0,B,4,26,45108,18.0
Rural,Large,West,Zone 5,0,0,2,6109,Company Owned,17,1,0,1,255,33.0,5,0,B,3,14,6132,14.0
Rural,Large,North,Zone 6,4,0,3,4848,Rented,55,1,0,1,269,34.0,5,1,C,1,6,6079,3.0
Rural,Small,North,Zone 1,2,4,4,5904,Company Owned,28,0,0,1,56,33.0,0,0,Unknown,0,30,3139,14.0
Rural,Large,South,Zone 6,5,0,2,4472,Rented,58,0,0,0,142,15.0,15,0,B,4,23,19096,12.0
Rural,Mid,West,Zone 3,4,0,4,4344,Company Owned,68,0,0,1,85,24.0,18,0,B+,2,27,22084,17.0
Rural,Large,West,Zone 5,1,2,2,4900,Company Owned,25,0,0,1,116,34.0,4,0,C,2,14,5102,14.0
Rural,Large,West,Zone 6,7,3,4,3122,Company Owned,31,0,0,0,239,34.0,16,1,A+,2,6,22083,14.0
Rural,Large,North,Zone 5,2,3,2,4684,Company Owned,27,0,0,1,260,41.0,14,0,A,3,25,18058,14.0
Rural,Mid,South,Zone 3,3,0,4,4933,Company Owned,37,0,0,1,65,30.0,13,1,A+,3,27,18077,9.0
Rural,Mid,North,Zone 4,5,0,1,4464,Rented,49,0,0,0,89,16.0,17,0,B+,4,26,20132,12.0
Rural,Mid,West,Zone 4,7,0,3,4699,Rented,17,0,0,0,149,18.0,33,1,A,2,11,43148,20.0
Rural,Large,West,Zone 6,4,2,5,4448,Rented,63,0,0,0,230,23.0,20,1,A+,3,6,26097,14.0
Rural,Mid,West,Zone 4,5,2,2,6013,Rented,64,0,0,0,216,28.0,13,1,C,2,11,17077,14.0
Rural,Large,West,Zone 6,1,0,4,4996,Rented,30,0,0,0,239,19.0,11,0,B+,5,6,13082,14.0
Rural,Small,South,Zone 6,2,0,4,4486,Rented,60,0,0,0,180,18.0,15,0,B+,5,9,19128,14.0
Rural,Large,North,Zone 6,1,0,3,4704,Company Owned,69,0,1,1,222,28.0,20,1,C,6,6,25062,14.0
Rural,Mid,West,Zone 2,3,0,3,5423,Company Owned,47,0,0,1,86,31.0,17,0,C,4,12,22059,8.0
Rural,Large,North,Zone 6,8,0,5,4591,Company Owned,47,0,0,1,104,30.0,12,0,C,3,28,16115,6.0
Rural,Large,South,Zone 6,4,0,3,4402,Rented,27,0,0,1,200,40.0,23,0,A,2,29,30143,20.0
Rural,Large,North,Zone 6,4,0,2,5490,Rented,60,0,0,1,67,28.0,11,0,B+,1,6,13060,7.0
Urban,Small,North,Zone 6,1,1,3,6336,Company Owned,69,0,0,1,76,12.0,14,0,B+,2,8,17138,14.0
Rural,Large,South,Zone 5,7,0,2,4726,Rented,25,0,0,1,129,27.0,15,0,B+,4,14,19079,15.0
Rural,Small,North,Zone 6,5,0,3,5825,Rented,17,0,0,0,137,20.0,39,0,A,2,13,53076,22.0
Rural,Large,North,Zone 5,3,3,4,4100,Company Owned,66,0,0,1,235,38.0,27,0,B,6,5,31138,14.0
Rural,Large,South,Zone 5,0,0,2,5153,Rented,29,0,1,1,145,28.0,25,0,C,5,10,32140,14.0
Urban,Large,North,Zone 6,1,1,4,4585,Rented,42,0,0,0,259,23.0,28,0,A+,2,6,37141,14.0
Rural,Mid,West,Zone 3,0,0,9,4096,Company Owned,20,0,0,1,83,36.0,18,0,C,3,27,24135,14.0
Rural,Mid,North,Zone 4,5,0,4,5327,Company Owned,61,1,0,1,96,23.0,10,0,C,6,26,14069,5.0
Urban,Mid,South,Zone 2,3,0,6,3629,Rented,15,0,0,0,150,42.0,29,1,A+,2,32,38109,22.0
Rural,Mid,West,Zone 3,6,0,5,6257,Company Owned,66,0,0,1,201,27.0,18,0,B,6,19,21135,15.0
Rural,Small,West,Zone 6,6,1,3,4659,Rented,69,0,1,1,101,40.0,13,0,B,4,9,15058,14.0
Rural,Mid,West,Zone 4,8,1,2,4638,Rented,18,0,0,0,142,21.0,10,0,B,5,11,11149,14.0
Rural,Mid,South,Zone 3,2,3,4,4923,Company Owned,39,1,0,0,139,36.0,24,1,A+,4,19,30112,14.0
Rural,Large,North,Zone 5,6,1,4,5484,Company Owned,16,0,0,0,246,42.0,18,0,B+,1,5,22099,9.0
Rural,Large,North,Zone 6,6,0,3,4688,Rented,39,0,0,1,207,36.0,20,1,A+,4,23,28145,13.0
Rural,Mid,South,Zone 2,1,2,2,7906,Rented,27,1,0,1,89,53.0,26,0,C,2,32,34104,14.0
Rural,Mid,South,Zone 2,3,0,2,6109,Company Owned,43,0,0,1,108,31.0,22,0,A,2,32,30088,12.0
Rural,Mid,West,Zone 4,8,0,4,2210,Company Owned,50,0,0,1,145,25.0,7,0,B,1,11,9112,1.0
Rural,Small,South,Zone 1,1,1,2,4399,Rented,47,0,0,1,182,28.0,31,0,C,3,31,41126,14.0
Rural,Mid,South,Zone 4,4,3,2,6641,Rented,64,0,1,1,148,35.0,26,0,A,2,11,32127,14.0
Rural,Mid,South,Zone 2,4,0,2,5115,Rented,17,0,0,0,156,34.0,18,0,B,5,32,21079,13.0
Rural,Mid,South,Zone 3,5,0,2,4312,Company Owned,32,0,0,1,153,32.0,20,0,B+,3,19,25139,13.0
Rural,Large,North,Zone 6,1,1,3,3376,Company Owned,46,0,0,1,216,29.0,25,0,A,3,6,33080,14.0
Rural,Mid,West,Zone 4,4,1,4,8417,Company Owned,15,0,1,1,150,30.0,25,0,B,4,11,28082,14.0
Rural,Large,North,Zone 6,2,2,2,4345,Rented,35,0,0,1,138,32.0,10,0,A+,6,28,13075,14.0
Rural,Mid,North,Zone 2,3,0,3,5283,Rented,59,0,0,0,167,25.0,30,0,A,4,12,40146,23.0
Rural,Mid,North,Zone 2,0,0,2,6764,Rented,67,0,0,1,132,30.0,9,0,C,1,1,13087,14.0
Rural,Large,West,Zone 5,0,0,2,2930,Rented,58,0,0,1,149,56.0,25,0,B+,4,14,29097,14.0
Rural,Mid,West,Zone 4,3,0,3,4304,Rented,34,0,0,1,183,28.0,24,1,A+,6,26,31063,21.0
Rural,Large,West,Zone 6,7,0,4,5209,Company Owned,70,0,0,1,228,27.0,26,0,C,4,6,35083,22.0
Rural,Large,North,Zone 6,1,0,2,6459,Company Owned,49,0,0,1,169,26.0,7,0,C,1,23,9067,14.0
Rural,Mid,West,Zone 4,4,0,3,3815,Rented,17,0,0,0,264,23.0,14,0,B+,6,11,16139,14.0
Rural,Mid,West,Zone 3,8,1,2,4942,Rented,61,0,0,0,243,17.0,21,1,C,5,19,27112,22.0
Rural,Large,North,Zone 6,1,1,4,4120,Company Owned,15,0,0,1,75,30.0,15,0,B+,1,6,18092,14.0
Rural,Mid,North,Zone 4,7,2,5,5037,Rented,58,0,0,0,218,26.0,14,1,B,3,26,17080,14.0
Urban,Mid,North,Zone 3,6,1,2,7068,Company Owned,40,0,0,1,204,34.0,12,0,B,6,27,14066,14.0
Urban,Large,West,Zone 5,4,3,3,7373,Rented,31,0,1,1,114,28.0,4,0,B+,1,25,5086,14.0
Rural,Mid,North,Zone 3,3,2,3,4444,Company Owned,32,0,0,1,111,41.0,12,0,B,5,27,14143,7.0
Rural,Small,West,Zone 6,5,0,2,5013,Company Owned,46,0,0,1,182,29.0,31,0,C,5,15,40127,18.0
Rural,Large,North,Zone 6,6,1,3,4101,Company Owned,60,0,0,1,142,25.0,5,0,B,3,29,6100,3.0
Rural,Large,South,Zone 5,0,0,3,4812,Rented,27,0,0,1,249,31.0,15,0,C,3,10,19132,14.0
Urban,Large,North,Zone 6,3,1,2,6465,Company Owned,37,0,0,1,143,29.0,24,0,C,2,6,30108,14.0
Rural,Large,North,Zone 5,8,0,3,4571,Company Owned,46,0,0,0,157,28.0,4,0,A,3,14,6056,14.0
Rural,Large,North,Zone 6,4,3,3,4387,Company Owned,43,0,0,0,202,38.0,18,1,A+,6,23,23145,10.0
Rural,Mid,West,Zone 4,7,0,4,4863,Rented,55,0,0,0,194,24.0,36,0,A,3,26,49062,23.0
Rural,Mid,West,Zone 3,5,0,5,4957,Rented,24,0,0,1,256,31.0,4,0,A,1,27,5130,14.0
Rural,Mid,West,Zone 3,7,0,4,4005,Rented,18,0,0,0,223,28.0,26,0,B+,4,19,30118,26.0
Rural,Small,North,Zone 6,1,0,4,4946,Rented,46,1,0,1,144,28.0,7,0,B,2,13,8105,14.0
Rural,Mid,North,Zone 4,4,0,3,5354,Company Owned,17,0,0,0,77,22.0,24,0,C,4,26,32149,22.0
Rural,Mid,West,Zone 4,8,0,4,3828,Company Owned,28,0,0,1,237,31.0,15,0,B,6,26,19150,15.0
Rural,Small,North,Zone 6,7,2,3,4785,Rented,35,0,0,0,88,39.0,20,1,B+,6,9,24093,17.0
Urban,Small,North,Zone 6,4,0,6,4126,Rented,58,0,0,1,252,33.0,18,0,A,5,13,23110,16.0
Rural,Mid,North,Zone 4,8,1,3,6206,Company Owned,65,0,0,0,85,21.0,4,1,C,1,26,6075,14.0
Rural,Mid,South,Zone 2,7,0,2,4646,Company Owned,23,0,0,0,141,23.0,19,1,B,5,1,23138,10.0
Rural,Mid,North,Zone 4,3,0,4,4410,Rented,29,0,0,1,83,26.0,25,1,A,2,26,33068,20.0
Rural,Mid,West,Zone 3,1,2,4,5007,Rented,19,0,0,0,253,18.0,11,0,B+,2,19,12066,14.0
Rural,Small,South,Zone 1,4,1,2,4404,Rented,61,0,0,0,224,26.0,18,1,A,5,21,24137,17.0
Rural,Mid,North,Zone 4,3,2,3,4923,Company Owned,27,0,0,0,175,22.0,24,1,A+,6,26,31108,25.0
Rural,Large,West,Zone 5,5,1,2,7030,Company Owned,68,0,0,1,145,27.0,25,0,C,3,14,31135,20.0
Rural,Large,North,Zone 6,1,0,2,3416,Company Owned,51,0,0,1,128,24.0,24,0,C,6,28,30105,14.0
Rural,Large,North,Zone 5,3,0,2,5558,Rented,33,0,0,1,119,35.0,6,0,C,3,17,9081,2.0
Rural,Large,West,Zone 6,5,0,5,4388,Company Owned,37,1,0,1,231,44.0,10,1,B+,2,23,13110,6.0
Rural,Large,North,Zone 6,5,3,4,3935,Company Owned,46,0,0,0,255,22.0,5,1,C,3,28,6146,14.0
Urban,Small,South,Zone 1,5,1,1,5668,Rented,31,1,0,1,252,39.0,26,0,C,2,21,33078,21.0
Rural,Large,South,Zone 5,7,1,2,6767,Company Owned,51,0,0,1,161,38.0,24,1,C,5,25,32064,19.0
Rural,Small,West,Zone 6,1,0,3,5009,Company Owned,46,0,0,1,225,26.0,20,0,A+,6,2,26115,14.0
Rural,Large,North,Zone 6,3,5,3,3940,Rented,42,0,0,1,97,29.0,14,1,A+,5,23,19075,14.0
Rural,Large,South,Zone 6,1,4,3,7490,Rented,66,0,0,1,87,31.0,25,1,A,6,23,32110,14.0
Urban,Mid,North,Zone 4,5,1,3,4923,Company Owned,68,0,0,1,150,38.0,17,0,C,4,26,22107,12.0
Rural,Large,West,Zone 5,2,2,4,4588,Rented,27,0,0,1,100,54.0,6,0,C,4,25,8144,14.0
Rural,Large,North,Zone 6,3,0,2,3805,Company Owned,41,0,0,0,137,28.0,22,0,B+,4,28,26133,22.0
Rural,Mid,North,Zone 4,8,0,3,5764,Company Owned,17,0,0,1,232,27.0,10,0,B,5,26,13088,6.0
Rural,Large,North,Zone 6,7,0,2,4602,Rented,34,0,1,1,196,25.0,20,1,B,3,23,25134,15.0
Rural,Large,North,Zone 6,2,0,2,6966,Company Owned,27,0,0,1,261,39.0,11,0,C,5,6,14090,14.0
Rural,Large,North,Zone 5,0,0,3,3915,Rented,15,0,0,1,215,23.0,9,0,C,2,17,12106,14.0
Rural,Mid,West,Zone 4,2,0,4,4714,Rented,30,0,0,0,203,13.0,20,0,A,5,26,26078,14.0
Rural,Mid,East,Zone 3,6,0,2,5556,Company Owned,33,0,0,0,238,28.0,15,1,B+,2,27,17092,21.0
Rural,Mid,South,Zone 2,3,0,3,3991,Company Owned,47,0,0,0,245,35.0,8,0,C,2,12,10118,1.0
Rural,Small,South,Zone 1,8,0,2,4819,Rented,21,0,0,1,236,36.0,20,0,A,5,21,25071,13.0
Rural,Small,South,Zone 1,8,0,4,5279,Rented,20,0,0,1,68,24.0,16,1,B,2,21,21148,16.0
Rural,Large,North,Zone 6,5,0,4,5826,Rented,66,0,0,1,144,24.0,9,0,C,1,7,11141,9.0
Rural,Mid,West,Zone 4,4,1,2,5776,Rented,17,0,0,0,92,20.0,20,1,C,6,11,26098,14.0
Rural,Mid,West,Zone 4,7,0,4,3393,Rented,19,0,0,1,195,29.0,17,1,A,4,11,22074,24.0
Rural,Mid,West,Zone 4,2,1,4,4465,Company Owned,68,0,0,1,234,29.0,24,0,C,6,11,31117,14.0
Rural,Large,North,Zone 6,8,4,3,4983,Company Owned,20,0,0,1,232,31.0,20,0,A,6,28,25097,14.0
Urban,Large,North,Zone 6,0,2,4,3221,Rented,61,0,0,1,244,23.0,17,0,B+,5,6,21059,14.0
Rural,Mid,West,Zone 2,2,3,4,3937,Company Owned,56,0,0,1,178,24.0,6,1,A+,1,12,8079,14.0
Rural,Small,West,Zone 1,5,0,3,4821,Rented,35,0,0,0,212,28.0,0,0,Unknown,0,3,7086,1.0
Rural,Small,North,Zone 6,5,0,3,4183,Company Owned,54,0,0,1,225,37.0,25,0,B,6,9,30080,24.0
Rural,Mid,North,Zone 4,7,0,5,4694,Company Owned,20,0,0,1,107,30.0,4,0,B+,3,26,5070,2.0
Rural,Large,North,Zone 6,2,0,2,5069,Company Owned,33,0,1,1,205,28.0,8,0,C,4,28,11145,14.0
Rural,Mid,West,Zone 4,6,1,5,5872,Company Owned,18,0,0,0,220,23.0,21,1,A+,3,26,28092,16.0
Rural,Mid,North,Zone 3,2,0,6,4117,Rented,36,0,0,0,58,16.0,8,0,C,5,27,10064,14.0
Rural,Large,West,Zone 5,4,1,4,5687,Company Owned,29,0,0,1,265,28.0,20,0,B+,3,10,23100,12.0
Rural,Mid,West,Zone 2,6,0,2,3964,Rented,66,1,0,0,162,22.0,20,0,B+,6,12,24107,10.0
Rural,Small,West,Zone 6,8,0,3,4274,Rented,36,0,0,0,118,23.0,15,1,A+,5,9,19135,14.0
Rural,Mid,North,Zone 4,2,2,2,5668,Rented,43,0,0,1,190,30.0,22,0,A+,6,26,27135,14.0
Rural,Mid,West,Zone 3,3,0,3,5246,Rented,48,0,0,0,197,30.0,20,0,B,4,19,23060,12.0
Rural,Large,North,Zone 6,7,3,3,3368,Company Owned,69,0,0,1,192,38.0,32,1,C,2,29,43072,24.0
Rural,Small,West,Zone 6,6,0,3,5084,Rented,36,0,0,0,86,23.0,18,0,B+,3,9,21074,13.0
Rural,Mid,North,Zone 3,8,0,2,5346,Rented,61,0,0,1,234,23.0,24,0,B+,3,27,28135,18.0
Rural,Mid,North,Zone 2,3,0,2,6256,Rented,29,0,0,0,56,31.0,16,1,A,4,1,24112,8.0
Rural,Small,South,Zone 1,6,0,2,4467,Company Owned,26,0,0,0,136,28.0,0,0,Unknown,0,31,13070,2.0
Rural,Mid,South,Zone 4,8,0,2,5304,Rented,32,0,0,0,117,28.0,9,0,B,6,26,12092,4.0
Rural,Large,North,Zone 6,1,0,4,3818,Company Owned,37,0,0,1,259,30.0,11,0,B+,5,6,13147,14.0
Rural,Small,North,Zone 1,3,0,3,5663,Rented,33,0,0,0,233,34.0,24,1,A+,3,31,34073,12.0
Rural,Mid,South,Zone 4,5,2,3,4089,Rented,23,0,0,1,155,27.0,16,0,B,6,11,18143,14.0
Rural,Mid,South,Zone 3,1,0,2,5446,Rented,24,0,0,1,133,27.0,25,0,B+,6,19,29082,14.0
Rural,Mid,North,Zone 2,7,0,3,3552,Company Owned,21,0,0,1,67,29.0,5,1,A+,6,12,7123,6.0
Rural,Large,North,Zone 6,7,0,3,5921,Rented,39,0,0,1,72,31.0,20,0,B,3,6,23091,17.0
Rural,Large,North,Zone 6,8,0,1,5189,Company Owned,65,1,0,1,121,27.0,21,0,B+,1,28,26143,8.0
Rural,Small,North,Zone 6,6,0,1,6189,Rented,46,0,0,0,100,16.0,0,0,Unknown,0,13,12078,0.0
Rural,Large,North,Zone 6,8,3,2,3680,Rented,36,0,0,0,225,24.0,8,1,A+,3,28,12122,14.0
Rural,Small,West,Zone 6,6,1,4,7941,Company Owned,32,0,0,0,156,21.0,15,1,C,4,15,20147,16.0
Rural,Large,West,Zone 6,6,1,3,4628,Company Owned,43,0,0,1,146,21.0,25,0,B,5,6,29129,14.0
Rural,Mid,West,Zone 3,7,1,4,4340,Rented,43,0,0,1,126,28.0,22,0,B,6,19,26078,27.0
Rural,Mid,North,Zone 3,6,0,3,5443,Company Owned,66,0,0,0,250,17.0,7,0,B+,1,27,8087,4.0
Rural,Mid,West,Zone 4,6,4,3,3826,Company Owned,37,0,0,1,123,18.0,23,0,A,6,11,29104,14.0
Rural,Mid,North,Zone 3,4,1,2,5963,Company Owned,22,0,0,1,108,45.0,5,1,C,3,27,7064,3.0
Rural,Large,North,Zone 5,5,0,3,4851,Rented,61,0,0,1,79,27.0,8,1,C,3,14,11089,1.0
Rural,Mid,South,Zone 2,1,4,3,4476,Rented,43,0,0,1,139,30.0,24,0,B,3,22,28128,14.0
Rural,Large,South,Zone 6,1,0,2,6883,Company Owned,20,1,0,0,77,20.0,24,1,C,6,23,32127,14.0
Rural,Large,North,Zone 5,7,0,3,6065,Company Owned,36,0,0,0,172,27.0,10,0,C,3,24,13151,7.0
Rural,Small,South,Zone 6,0,0,4,4174,Rented,57,0,0,0,252,28.0,23,0,B+,5,9,27128,14.0
Rural,Mid,West,Zone 2,0,2,4,4572,Company Owned,42,0,0,1,97,29.0,29,0,A,5,1,38091,14.0
Rural,Large,North,Zone 6,2,1,4,2960,Rented,66,0,0,1,93,44.0,20,1,A+,3,28,26062,14.0
Rural,Small,North,Zone 6,6,1,3,4728,Company Owned,70,0,0,1,227,28.0,9,1,A+,5,8,13123,5.0
Rural,Large,North,Zone 5,6,1,2,3754,Company Owned,23,0,1,0,213,23.0,4,0,B+,2,14,5066,14.0
Rural,Large,West,Zone 6,3,0,4,4779,Company Owned,67,0,0,1,112,29.0,26,0,B+,2,6,33055,22.0
Rural,Small,West,Zone 6,3,1,6,5309,Rented,59,0,0,1,260,33.0,16,1,A,6,8,22064,14.0
Urban,Large,North,Zone 5,3,3,2,4788,Company Owned,33,0,0,0,106,26.0,12,1,B,6,17,15138,11.0
Rural,Mid,West,Zone 4,7,0,4,5489,Company Owned,15,0,0,1,95,24.0,19,0,C,4,26,23065,11.0
Urban,Mid,North,Zone 3,5,1,2,4940,Company Owned,47,0,0,1,88,37.0,17,0,B,3,27,21123,13.0
Urban,Large,South,Zone 5,6,0,2,6063,Rented,61,0,0,1,244,24.0,17,1,A,5,10,24137,17.0
Rural,Small,North,Zone 1,0,0,4,3794,Rented,57,0,0,1,238,30.0,5,0,B+,2,3,5056,14.0
Rural,Large,North,Zone 5,1,0,3,7026,Rented,63,0,0,1,140,40.0,21,0,A,5,25,29141,14.0
